"HHID","PID","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18","h2q1"
"4073000509","407300050906",2,"407300050901",4,3,,,,14,15,1,1,2,40,0,5000,10000,0,,0,15000,2,,3,
"4073000510","407300051009",2,"407300051001",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000510","407300051004",2,"407300051001",4,2,,13,10,,,,,,,,,,,,,,,,,
"4073000510","407300051008",2,"407300051001",1,3,,,,10,11,1,1,5,90,0,5000,900,0,,0,5900,1,1,3,
"4073000510","407300051001",1,,4,2,,15,6,,,,,,,,,,,,,,,,,
"4073000510","407300051002",2,"407300051001",4,2,,13,3,,,,,,,,,,,,,,,,,
"4073000510","407300051006",2,"407300051001",1,3,,,,11,12,1,1,5,60,0,6000,1950,0,,0,7950,1,1,3,
"4073000510","407300051007",2,"407300051001",1,3,,,,12,12,1,1,5,60,0,0,2400,0,,0,2400,1,1,3,
"4073000510","407300051003",2,"407300051001",4,2,,15,10,,,,,,,,,,,,,,,,,
"4073000510","407300051005",2,"407300051001",4,3,,,,13,13,1,1,5,60,0,0,4500,0,,0,4500,1,1,3,
"4073000707","407300070705",2,"407300070703",1,3,,,,1,10,2,1,0,0,90000,8000,6000,0,,0,104000,2,,3,
"4073000707","407300070703",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"4073000710","407300071009",2,"407300071001",3,3,,,,11,10,1,1,1,10,0,5000,1500,0,,0,6500,1,1,3,
"4073000710","407300071007",2,"407300071001",4,3,,,,13,13,1,1,1,10,0,5000,2500,0,,0,7500,1,1,3,
"4073000710","407300071004",2,"407300071001",4,3,,,,14,14,1,1,1,10,0,5000,3000,0,,2000,10000,1,1,3,
"4073000710","407300071008",2,"407300071001",3,3,,,,11,11,1,1,1,10,0,5000,2500,0,,0,7500,1,1,3,
"4073000710","407300071016",2,"407300071001",4,2,,17,3,,,,,,,,,,,,,,,,,
"4073000710","407300071010",2,"407300071001",1,3,,,,10,1,1,1,1,10,0,5000,1500,0,,0,6500,1,1,3,
"4073000710","407300071005",2,"407300071001",4,3,,,,15,14,1,1,3,50,0,5000,2500,0,,0,7500,1,1,3,
"4073000710","407300071015",2,"407300071001",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000710","407300071003",2,"407300071001",4,3,,,,32,31,1,1,8,30,180000,15000,18000,0,,10000,223000,2,,2,
"4073000710","407300071002",2,"407300071001",4,2,,14,12,,,,,,,,,,,,,,,,,
"4073000710","407300071006",2,"407300071001",4,3,,,,13,12,1,1,1,10,0,5000,2500,0,,0,7500,1,1,3,
"4073000710","407300071011",2,"407300071001",3,3,,,,10,1,1,1,1,10,0,5000,1500,0,,0,6500,1,1,3,
"4073000710","407300071017",2,"407300071001",4,2,,14,96,,,,,,,,,,,,,,,,,
"4073000710","407300071001",1,,4,2,,32,12,,,,,,,,,,,,,,,,,
"4073000711","407300071102",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4073000711","407300071103",2,"407300071102",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000711","407300071104",2,"407300071102",3,3,,,,12,13,1,1,1,20,9000,0,8400,0,,5000,22400,1,1,3,
"4073000711","407300071101",2,"407300071102",4,2,,14,3,,,,,,,,,,,,,,,,,
"4073000902","407300090202",2,"407300090201",4,2,,17,3,,,,,,,,,,,,,,,,,
"4073000902","407300090204",2,"407300090201",3,3,,,,10,11,2,1,3,50,81000,12000,10000,0,,0,103000,2,,3,
"4073000902","407300090205",2,"407300090201",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000902","407300090201",1,,4,2,,51,3,,,,,,,,,,,,,,,,,
"4073000902","407300090203",2,"407300090201",4,3,,,,12,13,2,1,3,40,90000,0,12000,0,,0,102000,2,,3,
"4073000907","407300090702",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"4073000907","407300090701",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"4073000907","407300090705",2,"407300090701",4,3,,,,14,15,1,1,1,30,0,5000,15000,0,,0,20000,1,1,3,
"4073000907","407300090708",2,"407300090701",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000907","407300090706",2,"407300090701",3,3,,,,13,14,1,1,1,30,0,5000,15000,0,,0,20000,1,1,3,
"4073000907","407300090704",2,"407300090701",3,2,,16,3,,,,,,,,,,,,,,,,,
"4073000907","407300090707",2,"407300090701",1,1,10,,,,,,,,,,,,,,,,,,,
"4073000908","407300090801",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"4073000908","407300090802",2,"407300090801",4,2,,33,3,,,,,,,,,,,,,,,,,
"4073000909","407300090904",2,"407300090902",4,2,,16,10,,,,,,,,,,,,,,,,,
"4073000909","407300090902",1,,4,2,,32,9,,,,,,,,,,,,,,,,,
"4073000909","407300090906",2,"407300090902",1,3,,,,10,10,2,1,1,20,45000,0,4500,0,,0,49500,2,,3,
"4073000909","407300090903",2,"407300090902",4,3,,,,30,31,2,2,,,0,0,0,0,0,0,,2,,,
"4073000909","407300090901",2,"407300090902",4,2,,61,2,,,,,,,,,,,,,,,,,
"4073000909","407300090905",2,"407300090902",3,3,,,,12,33,2,2,,,300000,25000,12000,42000,0,90000,469000,2,,,
"4083000201","408300020101",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"4083000202","408300020201",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000202","408300020203",2,"408300020201",4,3,,,,12,14,2,1,2,30,120000,8000,9000,0,,0,137000,2,,3,
"4083000202","408300020206",2,"408300020201",2,3,,,,1,1,2,1,2,30,75000,0,3000,0,,0,78000,2,,3,
"4083000202","408300020205",2,"408300020201",1,3,,,,1,1,2,1,2,30,75000,0,3000,0,,0,78000,2,,3,
"4083000202","408300020202",2,"408300020201",4,2,,17,10,,,,,,,,,,,,,,,,,
"4083000202","408300020204",2,"408300020201",1,3,,,,12,13,2,1,2,30,0,0,3000,0,,0,3000,2,,3,
"4083000203","408300020304",2,"408300020301",1,3,,,,1,10,1,1,5,40,0,0,2000,0,,0,2000,1,1,3,
"4083000203","408300020301",1,,4,2,,12,9,,,,,,,,,,,,,,,,,
"4083000203","408300020302",1,,4,2,,16,10,,,,,,,,,,,,,,,,,
"4083000203","408300020303",2,"408300020301",1,3,,,,10,11,1,1,,,0,0,3500,0,,5000,8500,1,1,3,
"4083000204","408300020401",2,"408300020402",4,2,,15,3,,,,,,,,,,,,,,,,,
"4083000204","408300020405",2,"408300020402",4,3,,,,13,14,1,1,1,15,0,6000,9700,0,,6000,21700,1,1,3,
"4083000204","408300020406",2,"408300020402",3,3,,,,11,12,1,1,1,15,0,0,7000,0,,6000,13000,1,1,3,
"4083000204","408300020402",1,,1,2,,11,6,,,,,,,,,,,,,,,,,
"4083000204","408300020404",2,"408300020402",4,2,,15,10,,,,,,,,,,,,,,,,,
"4083000204","408300020407",2,"408300020402",1,3,,,,1,10,1,1,1,15,0,0,2000,0,,2000,4000,1,1,3,
"4083000204","408300020403",2,"408300020402",1,1,13,,,,,,,,,,,,,,,,,,,
"4083000205","408300020502",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000205","408300020505",2,"408300020502",4,3,,,,32,33,1,1,,,120000,0,30000,0,,0,150000,1,1,2,
"4083000205","408300020508",2,"408300020502",1,3,,,,10,10,1,1,2,5,0,0,3000,0,,0,3000,1,1,3,
"4083000205","408300020507",2,"408300020502",4,3,,,,11,12,1,1,2,50,0,0,8000,0,,0,8000,1,1,3,
"4083000205","408300020504",2,"408300020502",4,3,,,,50,50,2,2,,,3600000,0,200000,30000,0,30000,3860000,2,,,
"4083000205","408300020506",2,"408300020502",4,3,,,,31,32,1,1,,,120000,0,35000,0,,0,155000,1,1,2,
"4083000205","408300020501",2,"408300020502",4,2,,17,6,,,,,,,,,,,,,,,,,
"408300020503","4083000205030",1,,4,2,,41,1,,,,,,,,,,,,,,,,,
"408300020505","40830002050501",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"408300020505","40830002050503",2,"40830002050501",4,2,,17,3,,,,,,,,,,,,,,,,,
"4083000208","408300020803",2,"408300020802",4,3,,,,12,13,1,1,0,10,1000,0,8000,0,,0,9000,1,1,3,
"4083000208","408300020804",2,"408300020801",4,3,,,,13,13,1,1,0,10,1000,0,8000,0,,0,9000,1,1,3,
"4083000208","408300020806",2,"408300020801",1,1,10,,,,,,,,,,,,,,,,,,,
"4083000208","408300020801",2,"408300020802",4,2,,13,3,,,,,,,,,,,,,,,,,
"4083000208","408300020805",2,"408300020801",1,3,,,,1,10,1,1,0,10,1000,0,1300,0,,0,2300,1,1,3,
"4083000208","408300020802",1,,4,2,,14,3,,,,,,,,,,,,,,,,,
"4083000209","408300020901",1,,1,2,,14,3,,,,,,,,,,,,,,,,,1
"4083000209","408300020903",2,"408300020901",1,1,9,,,,,,,,,,,,,,,,,,,3
"4083000209","408300020904",,,,,,,,,,,,,,,,,,,,,,,,4
"4083000209","408300020902",2,"408300020901",4,2,,15,9,,,,,,,,,,,,,,,,,2
"4083000209","408300020905",,,,,,,,,,,,,,,,,,,,,,,,5
"4083000210","408300021003",2,"408300021001",4,2,,13,3,,,,,,,,,,,,,,,,,
"4083000210","408300021005",2,"408300021001",4,3,,,,31,32,1,1,3,85,0,50000,25000,0,,100000,175000,1,1,2,
"4083000210","408300021001",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"4083000210","408300021002",2,"408300021001",1,1,8,,,,,,,,,,,,,,,,,,,
"4083000211","408300021104",2,"408300021102",1,3,,,,1,1,2,1,2,30,20000,0,1000,0,,10000,31000,2,,2,
"4083000211","408300021102",1,,1,2,8,14,,,,,,,,,,,,,,,,,,
"4083000211","408300021103",2,"408300021102",1,3,,,,1,1,2,1,2,30,20000,0,1000,0,,10000,31000,2,,2,
"4083000401","408300040101",1,,4,2,,12,10,,,,,,,,,,,,,,,,,
"4083000401","408300040102",2,"408300040101",4,2,,16,9,,,,,,,,,,,,,,,,,
"4083000401","408300040103",2,"408300040101",4,2,,13,10,,,,,,,,,,,,,,,,,
"4083000401","408300040104",2,"408300040101",1,3,,,,10,10,1,1,1,20,0,0,3500,0,,0,3500,1,1,3,
"4083000402","408300040201",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000402","408300040202",2,"408300040201",4,2,,32,3,,,,,,,,,,,,,,,,,
"4083000402","408300040203",2,"408300040201",4,2,,16,3,,,,,,,,,,,,,,,,,
"4083000403","408300040301",2,"408300040302",4,2,,99,2,,,,,,,,,,,,,,,,,
"4083000403","408300040302",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000403","408300040303",1,,4,2,,14,12,,,,,,,,,,,,,,,,,
"4083000403","408300040304",2,"408300040302",4,2,,31,3,,,,,,,,,,,,,,,,,
"4083000405","408300040504",1,,4,2,,16,10,,,,,,,,,,,,,,,,,
"4083000405","408300040505",2,"408300040501",1,2,,15,10,,,,,,,,,,,,,,,,,
"4083000405","408300040502",2,"408300040501",1,1,8,,,,,,,,,,,,,,,,,,,
"4083000405","408300040503",2,"408300040501",4,2,,14,11,,,,,,,,,,,,,,,,,
"4083000405","408300040501",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000405","408300040506",2,"408300040501",4,3,,,,13,12,1,1,1,15,0,0,8500,0,,2400,10900,1,1,3,
"408300040503","4083000405030",1,,1,2,,12,10,,,,,,,,,,,,,,,,,
"408300040503","40830004050301",1,,1,2,,14,1,,,,,,,,,,,,,,,,,
"4083000406","408300040604",2,"408300040601",1,1,10,,,,,,,,,,,,,,,,,,,
"4083000406","408300040603",2,"408300040601",1,3,,,,1,10,1,1,,,0,3000,1000,0,,0,4000,1,1,3,
"4083000406","408300040601",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000406","408300040602",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000407","408300040702",2,"408300040701",1,3,,,,11,12,1,1,1,20,0,0,3000,0,,0,3000,1,1,3,
"4083000407","408300040701",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000408","408300040803",1,,1,2,13,31,,,,,,,,,,,,,,,,,,
"4083000408","408300040805",1,,4,3,,,,14,15,1,1,1,30,0,0,15000,0,,3500,18500,1,1,3,
"4083000408","408300040801",2,"408300040807",4,2,,31,3,,,,,,,,,,,,,,,,,
"4083000408","408300040802",2,"408300040807",1,2,2,13,,,,,,,,,,,,,,,,,,
"4083000408","408300040804",2,"408300040805",4,3,,,,14,15,1,1,1,30,0,0,8000,0,,3500,11500,1,1,3,
"4083000408","408300040807",1,,1,2,8,13,,,,,,,,,,,,,,,,,,
"4083000409","408300040902",2,"408300040901",4,2,,14,6,,,,,,,,,,,,,,,,,
"4083000409","408300040905",2,"408300040901",4,3,,,,12,13,1,1,0,10,0,8000,15000,0,,0,23000,1,1,3,
"4083000409","408300040901",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"4083000409","408300040904",2,"408300040901",4,3,,,,16,30,2,2,,,600000,25000,50000,50000,0,10000,735000,2,,,
"4083000410","408300041002",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4083000410","408300041001",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"4083000410","408300041004",1,,4,3,,,,10,11,1,1,0,20,0,0,9000,0,,0,9000,1,1,3,
"4091000202","409100020202",2,"409100020201",4,2,,17,3,,,,,,,,,,,,,,,,,
"4091000202","409100020204",2,"409100020201",4,3,,,,11,12,1,1,2,20,31200,7000,12000,0,,0,50200,1,1,3,
"4091000202","409100020203",2,"409100020201",4,3,,,,12,13,1,1,2,20,31200,7000,12000,0,,0,50200,1,1,3,
"4091000202","409100020205",2,"409100020201",1,3,,,,1,10,2,1,0,10,78000,9000,6000,0,,0,93000,2,,3,
"4091000202","409100020201",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4091000203","409100020301",2,"409100020302",4,2,,33,3,,,,,,,,,,,,,,,,,
"4091000203","409100020302",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"4091000206","409100020602",2,"409100020601",4,2,,51,3,,,,,,,,,,,,,,,,,
"4091000206","409100020601",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4091000209","409100020905",2,"409100020901",1,3,,,,1,10,1,1,3,45,0,25000,4500,0,,0,29500,1,1,3,
"4091000209","409100020904",2,"409100020901",4,3,,,,12,13,1,1,3,45,0,0,10000,0,,3000,13000,1,1,3,
"4091000209","409100020906",2,"409100020901",1,3,,,,1,1,2,1,1,20,35000,0,4500,0,,0,39500,2,,3,
"4091000209","409100020909",2,"409100020901",1,2,,17,3,,,,,,,,,,,,,,,,,
"4091000209","409100020901",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4091000209","409100020907",2,"409100020901",1,3,,,,11,12,1,1,3,45,0,0,10000,0,,3000,13000,1,1,3,
"4091000209","409100020908",2,"409100020901",4,3,,,,10,11,1,1,3,45,0,0,6000,0,,3000,9000,1,1,3,
"4091000209","409100020903",2,"409100020901",4,2,,15,3,,,,,,,,,,,,,,,,,
"4091000210","409100021004",2,"409100021002",4,3,,,,31,32,1,1,1,30,0,10000,25000,0,,30000,65000,1,1,1,
"4091000210","409100021001",2,"409100021002",4,2,,34,3,,,,,,,,,,,,,,,,,
"4091000210","409100021005",2,"409100021002",4,3,,,,30,31,2,1,2,45,450000,12000,20000,0,,25000,507000,2,,2,
"4091000210","409100021006",2,"409100021002",3,3,,,,12,13,1,1,2,60,180000,8000,12000,0,,0,200000,2,,1,
"4091000210","409100021002",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"4093000505","409300050506",2,"409300050501",4,3,,,,16,30,1,1,3,30,0,15000,21000,0,,180000,216000,1,1,2,
"4093000505","409300050502",2,"409300050501",4,2,,34,3,,,,,,,,,,,,,,,,,
"4093000505","409300050503",2,"409300050501",1,3,,,,1,10,1,1,1,15,0,17000,6000,0,,3000,26000,1,1,3,
"4093000505","409300050501",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"4093000505","409300050504",2,"409300050501",1,3,,,,1,1,2,1,,,60000,17000,30000,0,,0,107000,2,,3,
"4093000507","409300050709",2,"409300050701",3,3,,,,11,12,1,1,,,0,0,21000,0,,9000,30000,1,1,3,
"4093000507","409300050705",2,"409300050701",4,3,,,,32,33,2,3,,,285000,0,75000,0,0,0,360000,2,,,
"4093000507","409300050707",2,"409300050701",4,3,,,,31,32,2,1,,,195000,0,45000,0,,9000,249000,2,,3,
"4093000507","409300050702",2,"409300050701",4,2,,17,3,,,,,,,,,,,,,,,,,
"4093000507","409300050706",2,"409300050701",4,3,,,,30,31,1,3,,,165000,15000,45000,0,0,9000,234000,2,,,
"4093000507","409300050701",1,,4,2,,32,12,,,,,,,,,,,,,,,,,
"4093000507","409300050708",2,"409300050701",4,3,,,,15,16,1,1,,,0,0,21000,0,,9000,30000,1,1,3,
"4093000510","409300051006",2,"409300051001",1,3,,,,1,10,1,1,2,30,0,8000,4500,0,,0,12500,1,1,3,
"4093000510","409300051002",2,"409300051001",1,2,,15,3,,,,,,,,,,,,,,,,,
"4093000510","409300051003",2,"409300051001",4,3,,,,13,14,1,1,2,30,0,10000,18000,0,,7500,35500,1,1,3,
"4093000510","409300051005",2,"409300051001",1,3,,,,10,11,1,1,2,30,0,0,7500,0,,1500,9000,1,1,3,
"4093000510","409300051001",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4093000510","409300051004",2,"409300051001",4,3,,,,12,13,1,1,2,30,0,0,18000,0,,7500,25500,1,1,3,
"4093000902","409300090202",2,"409300090201",1,1,8,,,,,,,,,,,,,,,,,,,
"4093000902","409300090201",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"4093000903","409300090302",2,"409300090301",4,2,,15,3,,,,,,,,,,,,,,,,,
"4093000903","409300090301",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4093000903","409300090305",2,"409300090301",4,3,,,,15,16,1,1,1,25,0,5000,12000,0,,10000,27000,1,1,3,
"4093000903","409300090303",2,"409300090301",4,3,,,,34,35,2,2,,,840000,25000,120000,30000,150000,90000,1255000,2,,,
"4093000903","409300090306",2,"409300090301",3,3,,,,11,12,2,1,0,10,144000,0,10000,0,,15000,169000,2,,3,
"4093000903","409300090304",2,"409300090301",4,3,,,,14,15,1,1,1,25,0,0,12000,0,,10000,22000,1,1,3,
"4093000904","409300090403",2,"409300090401",4,3,,,,33,34,1,1,16,90,0,28000,40000,0,,105000,173000,1,1,2,
"4093000904","409300090405",2,"409300090401",4,3,,,,30,31,1,1,13,60,25000,20000,21000,0,,64500,130500,1,1,2,
"4093000904","409300090409",2,"409300090401",1,3,,,,10,11,1,1,3,60,7000,6000,6000,0,,1200,20200,1,1,3,
"4093000904","409300090406",2,"409300090401",4,3,,,,30,31,1,1,13,60,25000,20000,21000,0,,64500,130500,1,1,2,
"4093000904","409300090404",2,"409300090401",4,3,,,,33,34,1,1,16,90,0,28000,40000,0,,105000,173000,1,1,2,
"4093000904","409300090402",1,,1,2,,17,3,,,,,,,,,,,,,,,,,
"4093000904","409300090408",2,"409300090401",4,3,,,,12,13,1,1,3,60,7000,6000,9000,0,,3600,25600,1,1,3,
"4093000904","409300090407",2,"409300090401",4,3,,,,14,15,1,1,3,60,7000,8000,12000,0,,3600,30600,1,1,3,
"4093000904","409300090401",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4093000905","409300090501",1,,4,2,,13,3,,,,,,,,,,,,,,,,,
"4093000905","409300090502",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"4093000905","409300090503",2,"409300090501",3,3,,,,11,12,1,1,2,30,0,11500,3600,0,,600,15700,1,1,3,
"4093000905","409300090506",2,"409300090501",1,1,10,,,,,,,,,,,,,,,,,,,
"4093000905","409300090505",2,"409300090501",1,1,4,,,,,,,,,,,,,,,,,,,
"4093000905","409300090504",2,"409300090501",1,3,,,,10,10,1,1,2,30,0,0,3300,0,,600,3900,1,1,3,
"4093000906","409300090603",2,"409300090601",1,3,,,,10,11,1,1,3,45,0,0,6000,0,,3000,9000,1,1,3,
"4093000906","409300090604",2,"409300090601",1,1,10,,,,,,,,,,,,,,,,,,,
"4093000906","409300090602",2,"409300090601",1,2,,15,96,,,,,,,,,,,,,,,,,
"4093000906","409300090607",2,"409300090601",1,3,,,,11,12,1,1,3,45,0,0,3600,0,,3000,6600,1,1,3,
"4093000906","409300090601",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"4093001101","409300110102",1,,4,2,,14,5,,,,,,,,,,,,,,,,,
"4093001101","409300110105",2,"409300110102",1,3,,,,11,11,1,1,0,10,2000,3500,2000,0,,0,7500,1,1,3,
"4093001101","409300110101",2,"409300110102",4,2,,12,96,,,,,,,,,,,,,,,,,
"4093001101","409300110103",2,"409300110102",4,3,,,,12,13,1,1,1,5,2000,4500,4000,0,,0,10500,1,1,3,
"4093001101","409300110106",2,"409300110102",4,3,,,,12,13,1,1,0,10,2000,4500,4500,0,,0,11000,1,1,3,
"4093001101","409300110104",2,"409300110102",1,1,14,,,,,,,,,,,,,,,,,,,
"4101000102","410100010205",2,"410100010202",4,3,,,,16,30,2,2,,,700000,30000,40000,100000,0,150000,1020000,2,,,
"4101000102","410100010202",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"4101000102","410100010203",2,"410100010202",4,3,,,,50,50,1,2,,,960000,0,30000,100000,0,260000,1350000,2,,,
"4101000102","410100010201",1,,4,2,,51,1,,,,,,,,,,,,,,,,,
"4101000102","410100010208",2,"410100010202",4,3,,,,61,61,1,2,,,1000000,0,30000,100000,600000,300000,2030000,1,1,,
"4101000102","410100010206",2,"410100010202",4,3,,,,10,11,1,1,,,177000,0,23000,0,,0,200000,2,,3,
"4101000102","410100010204",1,,4,3,,,,33,34,2,2,,,980000,0,35000,100000,0,300000,1415000,2,,,
"4101000107","410100010701",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"4101000108","410100010805",2,"410100010801",4,3,,,,1,1,1,1,,,133200,0,36000,0,,0,169200,1,1,3,
"4101000108","410100010803",2,"410100010801",4,3,,,,31,32,1,3,,,432600,0,120000,0,0,10000,562600,1,1,,
"4101000108","410100010802",1,,4,2,,16,6,,,,,,,,,,,,,,,,,
"4101000108","410100010801",1,,4,2,,16,9,,,,,,,,,,,,,,,,,
"4101000108","410100010804",2,,4,3,,,,30,31,1,3,,,432600,0,100500,0,0,0,533100,1,1,,
"4101000109","410100010901",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"4101000109","410100010912",2,"410100010901",1,3,,,,1,10,1,1,2,30,87000,6000,8300,0,,0,101300,1,1,3,
"4101000109","410100010908",2,"410100010901",1,1,8,,,,,,,,,,,,,,,,,,,
"4101000109","410100010902",2,"410100010901",4,3,,,,14,15,1,2,,,510000,0,45000,10000,0,15000,580000,1,1,,
"4101000109","410100010909",1,,4,3,,,,13,14,1,1,2,30,104100,0,24000,0,,0,128100,1,1,3,
"4101000109","410100010905",2,"410100010901",4,2,,33,3,,,,,,,,,,,,,,,,,
"4101000110","410100011010",2,"410100011001",4,2,,15,10,,,,,,,,,,,,,,,,,
"4101000110","410100011004",2,"410100011001",1,2,,15,10,,,,,,,,,,,,,,,,,
"4101000110","410100011011",2,"410100011001",4,2,,13,9,,,,,,,,,,,,,,,,,
"4101000110","410100011002",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"4101000110","410100011009",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4101000110","410100011001",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"4101000110","410100011006",2,"410100011001",1,2,9,99,,,,,,,,,,,,,,,,,,
"4101000110","410100011003",2,"410100011001",1,1,7,,,,,,,,,,,,,,,,,,,
"4101000110","410100011014",2,"410100011001",1,1,10,,,,,,,,,,,,,,,,,,,
"4101000501","410100050102",2,"410100050101",4,3,,,,61,61,1,1,4,10,1800000,0,200000,0,,0,2000000,2,,3,
"4101000501","410100050101",1,,4,2,,61,1,,,,,,,,,,,,,,,,,
"4101000501","410100050104",2,"410100050101",4,3,,,,15,16,2,1,2,30,0,0,0,0,,0,,1,1,3,
"4101000511","410100051101",2,"410100051102",4,2,,17,3,,,,,,,,,,,,,,,,,
"4101000511","410100051102",1,,4,2,,17,9,,,,,,,,,,,,,,,,,
"4103002601","410300260101",1,,1,2,,12,10,,,,,,,,,,,,,,,,,
"4103002601","410300260102",2,"410300260101",4,2,,34,1,,,,,,,,,,,,,,,,,
"4103002602","410300260201",1,,4,1,11,,,,,,,,,,,,,,,,,,,
"4103002605","410300260503",2,"410300260501",4,2,,41,1,,,,,,,,,,,,,,,,,
"4103002605","410300260501",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"4103002606","410300260601",2,"410300260602",4,2,,17,3,,,,,,,,,,,,,,,,,
"4103002606","410300260603",2,"410300260602",4,3,,,,12,13,1,1,1,30,27000,0,22500,0,,10000,59500,1,1,3,
"4103002606","410300260602",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"4103002606","410300260604",2,"410300260602",1,3,,,,1,1,1,1,1,30,27000,0,6000,0,,0,33000,1,1,3,
"4103002608","410300260801",1,,4,2,,15,12,,,,,,,,,,,,,,,,,
"4103002608","410300260805",2,"410300260801",4,3,,,,11,12,1,1,0,15,30000,0,12000,0,,0,42000,1,1,3,
"4103002608","410300260804",2,"410300260801",4,3,,,,13,14,1,1,,,0,10000,30000,0,,0,40000,1,1,3,
"4103002609","410300260902",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"4103002609","410300260904",2,"410300260902",4,3,,,,12,13,1,2,,,60000,0,20000,0,0,20000,100000,1,1,,
"4103002609","410300260903",2,"410300260902",4,3,,,,12,13,1,2,,,60000,0,20000,0,0,20000,100000,1,1,,
"4103002609","410300260905",2,"410300260902",1,3,,,,1,10,1,1,1,15,30000,0,5000,0,,0,35000,1,1,3,
"4103002609","410300260901",2,"410300260902",1,2,9,13,,,,,,,,,,,,,,,,,,
"4103002609","410300260906",2,"410300260902",1,1,10,,,,,,,,,,,,,,,,,,,
"4103002610","410300261004",2,"410300261002",4,3,,,,12,13,1,1,2,40,60000,0,20000,0,,0,80000,1,1,3,
"4103002610","410300261012",2,"410300261002",1,3,,,,10,10,1,1,2,40,30000,0,10000,0,,0,40000,1,1,3,
"4103002610","410300261007",2,"410300261002",1,3,,,,1,1,2,1,1,40,60000,10000,10000,0,,0,80000,2,,3,
"4103002610","410300261002",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"4103002610","410300261006",2,"410300261002",1,3,,,,1,10,1,1,2,40,30000,0,10000,0,,0,40000,1,1,3,
"4103002610","410300261003",2,"410300261002",4,3,,,,12,13,2,2,,,1200000,20000,60000,60000,0,80000,1420000,2,,,
"4103002610","410300261005",2,"410300261002",1,3,,,,1,10,1,1,2,40,30000,0,15000,0,,0,45000,1,1,3,
"4103002610","410300261001",2,"410300261012",4,2,,31,3,,,,,,,,,,,,,,,,,
"4103002612","410300261203",2,"410300261201",4,3,,,,35,61,1,2,,,1800000,0,60000,50000,0,400000,2310000,2,,,
"4103002612","410300261206",2,"410300261201",4,3,,,,16,30,1,2,,,1500000,30000,40000,0,0,80000,1650000,1,1,,
"4103002612","410300261204",2,"410300261201",4,3,,,,16,30,2,2,,,600000,25000,40000,0,0,60000,725000,2,,,
"4103002612","410300261201",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"4103002612","410300261205",2,"410300261201",4,3,,,,30,31,2,2,,,680000,20000,45000,0,0,80000,825000,2,,,
"4103002612","410300261202",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"4103002612","410300261207",2,"410300261201",1,1,10,,,,,,,,,,,,,,,,,,,
