"year","HHID","PID","h4q1","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18"
2009,"4133000206","413300020603",3,2,1,3,3,,,,14,14,1,1,0.01,30,0,4000,4000,0,0,0,8000,1,1,3
2009,"4133000207","413300020701",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4133000207","413300020707",7,2,1,4,3,,,,15,15,1,1,3.02,120,3000,2000,6000,0,0,2000,13000,1,1,3
2009,"4133000207","413300020708",8,2,1,4,3,,,,15,15,1,1,3.02,120,3000,0,7600,0,0,2000,12600,1,1,3
2009,"4133000208","413300020801",1,2,2,1,1,7,,,,,,,,,,,,,,,,,,
2009,"4133000208","413300020802",2,1,,1,1,9,,,,,,,,,,,,,,,,,,
2009,"4133000208","413300020803",3,1,,1,3,,,,14,15,1,1,2,45,15000,0,7200,0,0,7800,30000,1,1,2
2009,"4133000208","413300020804",4,2,2,1,3,,,,11,12,1,1,2,45,15000,0,6300,0,0,7800,29100,1,1,2
2009,"4133000208","413300020805",5,2,2,1,3,,,,10,11,4,1,1,25,15000,0,2700,0,0,0,17700,2,,3
2009,"4133000209","413300020901",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4133000209","413300020902",2,1,,4,2,,14,9,,,,,,,,,,,,,,,,
2009,"4133000209","413300020903",3,1,,4,3,,,,16,16,1,1,3.02,40,6000,4300,6200,0,0,3500,16500,1,1,3
2009,"4133000209","413300020904",4,2,1,1,1,96,,,,,,,,,,,,,,,,,,
2009,"4133000210","413300021001",1,2,3,4,2,,12,9,,,,,,,,,,,,,,,,
2009,"4133000210","413300021002",2,1,,1,1,9,,,,,,,,,,,,,,,,,,
2009,"4133000210","413300021003",3,1,,1,1,96,,,,,,,,,,,,,,,,,,
2009,"4133000210","413300021004",4,2,2,1,2,9,,,,,,,,,,,,,,,,,,
2009,"4133000210","413300021005",5,2,2,4,3,,,,16,15,4,2,3,90,15000,0,30000,0,0,7800,52800,1,1,2
2009,"4133000210","413300021006",6,2,2,3,3,,,,12,13,1,1,3,90,15000,0,6800,0,0,7800,29600,1,1,2
2009,"4133000210","413300021007",7,2,3,1,3,,,,10,11,1,1,3,90,15000,0,1800,0,0,0,16800,1,1,3
2009,"413300021007","41330002100701",1,1,,1,2,,14,11,,,,,,,,,,,,,,,,
2009,"4133000210","413300021008",8,,,,,,,,,,,,2,60,15100,0,7200,0,0,7800,30000,1,1,3
2009,"4133000210","413300021009",9,2,3,4,3,,,,15,16,1,1,3,90,15000,0,4500,0,0,0,19500,1,1,3
2009,"413300021009","41330002100901",1,1,,4,2,,16,5,,,,,,,,,,,,,,,,
2009,"4133000210","413300021010",10,2,3,1,3,,,,11,12,1,1,,,0,,,,,0,,,,
2009,"4133000210","413300021012",12,2,3,2,2,,12,5,,,,,3,90,15000,0,4500,0,0,7800,27300,1,1,3
2009,"4133000210","413300021013",13,2,3,4,3,,,,13,14,1,1,3,90,15000,0,4500,0,0,7800,27300,1,1,3
2009,"4133000210","413300021014",14,2,3,3,3,,,,11,12,1,1,3,90,15000,0,1800,0,0,0,16800,1,1,3
2009,"4133000210","413300021015",15,2,3,1,3,,,,10,10,1,1,3,90,15000,0,1800,0,0,0,16800,1,1,3
2009,"4133000210","413300021016",16,2,3,1,3,,,,10,10,1,1,,,0,,,,,0,,,,2
2009,"4133000210","413300021018",18,,,,,,,,,,,,2,90,15000,0,1800,0,0,0,16800,1,1,3
2009,"4133000210","413300021019",19,2,3,1,3,,,,1,10,1,1,,,0,,,,,0,,,,
2009,"4133000301","413300030101",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4133000301","413300030102",2,1,,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4133000301","413300030103",3,2,1,4,3,,,,14,14,1,1,1.06,30,2500,0,56700,0,0,8500,67700,1,1,3
2009,"4133000301","413300030104",4,2,1,1,3,,,,11,11,1,1,1.06,30,2500,3500,2100,0,0,4500,12600,1,1,3
2009,"4133000301","413300030105",5,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000302","413300030201",1,1,,1,1,7,,,,,,,,,,,,,,,,,,
2009,"4133000302","413300030202",2,2,1,4,3,,,,14,15,1,1,3.02,30,8000,0,2000,0,0,3000,13000,1,1,3
2009,"4133000302","413300030203",3,2,1,1,3,,,,12,13,1,1,3.02,30,3000,6500,1500,0,0,3000,14000,1,1,3
2009,"4133000302","413300030204",4,2,1,1,3,,,,12,13,1,1,3.02,30,3000,0,1500,0,0,3000,7500,1,1,3
2009,"4133000303","413300030301",1,1,,4,2,,11,12,,,,,,,,,,,,,,,,
2009,"4133000303","413300030302",2,2,1,4,2,,15,,,,,,,,,,,,,,,,,
2009,"4133000303","413300030303",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000304","413300030401",1,1,,1,2,,11,10,,,,,,,,,,,,,,,,
2009,"4133000304","413300030402",2,1,,1,1,7,,,,,,,,,,,,,,,,,,
2009,"4133000304","413300030403",3,2,2,2,2,,12,11,,,,,,,,,,,,,,,,
2009,"4133000304","413300030404",4,2,2,1,2,,12,11,,,,,,,,,,,,,,,,
2009,"4133000304","413300030405",5,2,2,1,2,,11,11,,,,,,,,,,,,,,,,
2009,"4133000305","413300030501",1,1,,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4133000305","413300030502",2,2,1,3,2,,13,9,,,,,,,,,,,,,,,,
2009,"4133000305","413300030503",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000305","413300030504",4,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000306","413300030601",1,2,2,1,1,9,,,,,,,,,,,,,,,,,,
2009,"4133000306","413300030602",2,1,,1,1,96,,,,,,,,,,,,,,,,,,
2009,"4133000307","413300030701",1,1,,4,2,,16,10,,,,,,,,,,,,,,,,
2009,"4133000307","413300030702",2,2,1,4,2,,17,5,,,,,,,,,,,,,,,,
2009,"4133000307","413300030703",3,2,1,1,1,13,,,,,,,,,,,,,,,,,,
2009,"4133000307","413300030704",4,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000309","413300030901",1,1,,3,2,,13,3,,,,,,,,,,,,,,,,
2009,"4133000309","413300030902",2,2,1,1,1,9,,,,,,,,,,,,,,,,,,
2009,"4133000309","413300030903",3,2,1,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4133000309","413300030904",4,2,1,3,3,,,,13,13,1,1,1,30,0,7500,9000,0,0,0,16500,1,1,3
2009,"4133000309","413300030905",5,2,1,3,3,,,,15,15,1,1,1,30,0,7500,9000,0,0,0,16500,1,1,3
2009,"4133000310","413300031001",1,1,,2,2,,13,10,,,,,,,,,,,,,,,,
2009,"4133000310","413300031002",2,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4133000310","413300031003",3,2,1,4,3,,,,17,16,1,1,2,20,0,4000,6000,0,0,3000,13000,1,1,3
2009,"413300031003","41330003100301",1,1,,,2,,13,10,,,,,,,,,,,,,,,,
2009,"4133000310","413300031004",4,2,1,4,3,,,,13,13,1,1,2,20,0,4000,6000,0,0,3000,13000,1,1,3
2009,"4133000310","413300031005",5,2,1,1,2,,,,12,12,1,1,2,20,0,4000,6000,0,0,3000,13000,1,1,3
2009,"4133000310","413300031006",6,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000503","413300050301",1,2,2,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4133000503","413300050302",2,1,,4,2,,14,5,,,,,,,,,,,,,,,,
2009,"4133000504","413300050401",1,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4133000504","413300050402",2,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4133000504","413300050403",3,2,1,4,3,,,,15,15,1,1,2,60,0,0,10000,0,0,4500,14500,1,1,3
2009,"4133000504","413300050404",4,2,1,4,3,,,,13,13,1,1,2,60,0,0,7800,0,0,2400,10200,1,1,3
2009,"4133000505","413300050501",1,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4133000505","413300050502",2,1,,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4133000505","413300050503",3,2,1,4,3,,,,11,12,1,1,4,60,0,0,9000,0,0,6900,15900,1,1,3
2009,"4133000505","413300050504",4,2,1,3,3,,,,10,11,1,1,4,60,0,0,7500,0,0,6900,13900,1,1,3
2009,"4133000505","413300050505",5,2,1,1,3,,,,1,10,1,1,4,60,0,0,1000,0,0,0,1000,1,1,3
2009,"4133000506","413300050601",1,1,,4,2,,11,3,,,,,,,,,,,,,,,,
2009,"4133000506","413300050602",2,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4133000506","413300050603",3,2,1,4,3,,,,10,10,1,1,0.05,10,0,,3000,,,0,3000,1,1,3
2009,"4133000507","413300050701",1,2,2,4,2,,14,6,,,,,,,,,,,,,,,,
2009,"4133000507","413300050702",2,1,,4,2,,15,9,,,,,,,,,,,,,,,,
2009,"4133000507","413300050703",3,2,2,1,3,,,,10,10,1,1,1,45,2500,,1500,,,0,4000,1,1,3
2009,"4133000507","413300050704",4,2,2,1,3,,,,,10,1,1,1,45,2500,,1500,,,0,4000,1,1,3
2009,"4133000508","413300050801",1,2,2,4,2,,17,1,,,,,,,,,,,,,,,,
2009,"4133000508","413300050802",2,1,,4,2,,14,6,,,,,,,,,,,,,,,,
2009,"4133000508","413300050803",3,2,2,4,3,,,,12,12,1,1,3.02,60,0,3000,10000,0,0,2500,15500,1,1,3
2009,"4133000508","413300050804",4,2,2,4,3,,,,11,11,1,1,3.02,70,0,3000,6500,0,0,0,9500,1,1,3
2009,"4133000512","413300051201",1,1,,1,2,,12,9,,,,,,,,,,,,,,,,
2009,"4133000512","413300051202",2,2,1,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4133000512","413300051203",3,2,1,4,3,,,,16,16,1,1,3.02,50,0,10000,2000,0,0,12000,24000,1,1,2
2009,"4133000512","413300051204",4,2,1,4,3,,,,15,14,1,1,3.02,50,0,4500,4800,0,0,0,9300,1,1,2
2009,"4133000512","413300051205",5,2,1,4,3,,,,12,12,1,1,3.02,50,0,6000,4800,0,0,0,10800,1,1,2
2009,"4133000512","413300051206",6,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4133000513","413300051301",1,2,2,4,2,,13,1,,,,,,,,,,,,,,,,
2009,"4133000513","413300051302",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4133000513","413300051304",4,2,2,4,3,,,,13,13,1,1,2.04,60,2500,0,3200,0,0,500,6500,1,1,3
2009,"4133000513","413300051305",5,2,2,1,3,,,,12,12,1,1,2.04,60,2500,0,3200,0,0,500,6500,1,1,3
2009,"4133000513","413300051307",7,2,2,1,3,,,,11,11,1,1,2.04,80,2500,3000,2800,0,0,500,8800,1,1,3
2009,"4133000513","413300051309",9,2,2,1,3,,,,10,10,1,1,2.04,120,2500,2500,1500,0,0,200,6700,1,1,3
2009,"4133000513","413300051313",13,2,2,1,1,11,,,,,,,,,,,,,,,,,,
2009,"4141000102","414100010201",1,1,,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"4141000102","414100010202",2,2,1,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"4141000102","414100010203",3,2,1,4,3,,,,31,32,1,3,,30,360000,0,24500,12000,0,0,396500,1,1,
2009,"4141000102","414100010204",4,2,1,4,3,,,,16,30,1,3,,30,360000,16000,15000,12000,0,0,403000,1,1,
2009,"4141000102","414100010205",5,2,1,4,3,,,,14,15,2,2,,90,456000,0,10500,9000,0,0,475500,2,,
2009,"4141000103","414100010301",1,2,2,4,2,,41,1,,,,,,,,,,,,,,,,
2009,"4141000103","414100010302",2,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4141000103","414100010303",3,2,2,3,3,,,,10,11,1,1,3,50,9000,0,4000,0,0,8100,21100,1,1,3
2009,"4141000103","414100010304",4,2,2,1,3,,,,1,10,1,1,3,50,9000,4700,3200,0,0,8100,25000,1,1,3
2009,"4141000103","414100010305",5,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4141000103","414100010310",10,2,2,3,3,,,,11,12,1,1,3,50,9000,5100,4000,0,0,8100,26200,1,1,3
2009,"4141000104","414100010401",1,2,2,4,2,,15,1,,,,,,,,,,,,,,,,
2009,"4141000104","414100010402",2,1,,4,2,,13,3,,,,,,,,,,,,,,,,
2009,"4141000104","414100010403",3,2,2,4,2,,16,13,,,,,,,,,,,,,,,,
2009,"4141000104","414100010404",4,2,2,4,3,,,,13,14,1,1,0.8,30,6000,6000,12000,0,0,12000,36000,1,1,3
2009,"4141000104","414100010405",5,1,,4,3,,,,13,14,1,1,0.8,30,6000,6000,12000,0,0,12000,36000,1,1,3
2009,"4141000104","414100010406",6,2,2,4,3,,,,14,15,1,1,0.8,30,6000,6000,12000,0,0,18000,42000,1,1,3
2009,"4141000104","414100010408",8,2,2,1,2,,11,3,,,,,,,,,,,,,,,,
2009,"4141000105","414100010501",1,1,,4,2,,17,9,,,,,,,,,,,,,,,,
2009,"4141000105","414100010502",2,2,1,4,3,,,,30,31,1,3,0.5,15,189000,15000,33000,0,0,0,237000,1,1,2
2009,"4141000105","414100010503",3,2,1,4,3,,,,12,13,1,1,0.5,15,15000,7500,15500,0,0,0,38000,1,1,3
2009,"4141000108","414100010801",1,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"4141000108","414100010802",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4141000108","414100010803",3,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4141000109","414100010901",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4141000109","414100010905",5,1,,4,3,,,,15,16,1,1,3,30,60000,0,16550,0,0,6000,82550,1,1,3
2009,"4141000110","414100011001",1,1,,4,2,,22,1,,,,,,,,,,,,,,,,
2009,"4141000110","414100011002",2,1,,4,3,,,,61,60,1,2,,,3200000,0,100000,80000,800000,600000,4780000,2,,3
2009,"4141000110","414100011003",3,2,1,4,3,,,,31,32,2,2,,,960000,30000,100000,60000,0,0,1150000,2,,2
2009,"4141000110","414100011004",4,2,1,4,3,,,,30,31,2,2,,,600000,30000,60000,60000,0,90000,840000,2,,2
2009,"4141000110","414100011005",5,2,1,4,3,,,,15,16,2,2,,,1050000,40000,100000,120000,0,100000,1410000,2,,2
2009,"4141000110","414100011006",6,2,1,4,3,,,,31,32,2,2,,,1050000,40000,150000,120000,0,100000,1460000,1,1,3
2009,"4141000110","414100011007",7,2,1,4,3,,,,15,16,2,2,,,360000,40000,40000,0,0,0,440000,1,1,3
2009,"4141000110","414100011008",8,2,1,4,3,,,,31,32,2,2,,,1350000,40000,150000,120000,0,100000,1760000,2,,3
2009,"4141000110","414100011010",10,2,1,4,2,,34,12,,,,,,,,,,,,,,,,
2009,"4141000110","414100011011",11,2,1,4,3,,,,33,33,2,2,,,480000,30000,40000,50000,0,0,600000,2,,2
2009,"4141000110","414100011012",12,2,1,4,3,,,,32,33,1,2,,,210000,20000,40000,0,0,90000,360000,2,,2
2009,"4141000110","414100011013",13,2,1,4,3,,,,33,34,2,1,,,960000,30000,40000,0,0,0,1030000,2,,2
2009,"4141000110","414100011014",14,2,1,4,2,,17,1,,,,,,,,,,,,,,,,
2009,"4141000110","414100011015",15,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4141000110","414100011016",16,2,1,4,2,,15,3,,,,,,,,,,,,,,,,2
2009,"4141000110","414100011017",17,2,1,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4141000111","414100011101",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4141000111","414100011102",2,1,,4,2,,32,13,,,,,,,,,,,,,,,,
2009,"4141000111","414100011103",3,1,,4,3,,,,31,32,2,2,,,930000,30000,75000,0,0,250000,1285000,2,,2
2009,"4141000111","414100011104",4,2,2,4,3,,,,12,13,2,2,,,270000,15000,21600,0,0,0,306600,2,,2
2009,"4141000111","414100011105",5,2,2,4,3,,,,30,31,2,2,,,1110000,30000,75000,0,0,210000,1425000,2,,2
2009,"4141000111","414100011106",6,2,2,4,3,,,,35,40,2,2,,,900000,30000,80000,0,0,250000,1260000,2,,2
2009,"4141000111","414100011107",7,2,2,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"4143000302","414300030201",1,2,2,4,2,,15,9,,,,,,,,,,,,,,,,
2009,"4143000302","414300030202",2,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"4143000302","414300030204",4,1,,4,3,,,,14,14,1,1,0.2,10,0,7000,6750,0,0,12000,25750,1,1,3
2009,"4143000302","414300030205",5,1,,4,3,,,,14,14,1,1,0.2,10,0,7000,6750,0,0,5000,18750,1,1,3
2009,"4143000302","414300030206",6,1,,1,3,,,,13,13,1,1,0.2,10,0,5500,4950,0,0,0,10450,1,1,3
2009,"4143000302","414300030207",7,1,,1,3,,,,11,11,1,1,0.2,10,0,3000,1350,0,0,0,4350,1,1,3
2009,"4143000304","414300030401",1,2,2,1,2,,17,3,,,,,,,,,,,,,,,,
2009,"4143000304","414300030402",2,1,,1,2,,16,3,,,,,,,,,,,,,,,,
2009,"4143000304","414300030403",3,2,2,1,3,,,,10,10,1,1,1,30,2100,5000,3000,0,0,0,10100,2,,3
2009,"4143000304","414300030404",4,2,2,1,3,,,,1,10,1,1,1,30,2100,0,3000,0,0,0,5100,2,,3
2009,"4143000305","414300030501",1,2,2,4,2,,17,10,,,,,,,,,,,,,,,,
2009,"4143000305","414300030502",2,1,,4,2,,16,96,,,,,,,,,,,,,,,,
2009,"4143000305","414300030503",3,2,2,4,2,,13,3,,,,,,,,,,,,,,,,
2009,"4143000305","414300030504",4,2,2,1,3,,,,1,10,1,1,0,5,0,0,250,0,0,0,250,1,1,3
2009,"4143000306","414300030601",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4143000306","414300030602",2,1,,4,2,,14,10,,,,,,,,,,,,,,,,
2009,"4143000306","414300030603",3,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4143000307","414300030701",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4143000307","414300030702",2,1,,4,2,,10,9,,,,,,,,,,,,,,,,
2009,"4143000307","414300030703",3,2,2,4,3,,,,32,33,1,2,,,375000,20000,18000,15000,0,50000,478000,2,,2
2009,"4143000307","414300030704",4,2,2,4,3,,,,31,32,2,2,,,255000,10000,12000,15000,0,10000,302000,2,,2
2009,"4143000307","414300030705",5,1,,4,2,,16,11,,,,,,,,,,,,,,,,
2009,"4143000308","414300030801",1,1,,4,2,,17,9,,,,,,,,,,,,,,,,
2009,"4143000308","414300030802",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4143000308","414300030804",4,1,,4,3,,,,15,16,1,1,3,40,0,8000,8000,0,0,9000,25000,1,1,3
2009,"4143000308","414300030805",5,1,,4,3,,,,14,14,1,1,3,40,0,8000,6000,0,0,6000,20000,1,1,3
2009,"4143000308","414300030806",6,1,,1,3,,,,11,11,1,1,3,40,0,4000,1000,0,0,3000,8000,1,1,3
2009,"4143000309","414300030901",1,1,,1,2,,12,9,,,,,,,,,,,,,,,,
2009,"4143000309","414300030902",2,1,,1,2,,13,9,,,,,,,,,,,,,,,,
2009,"4143000309","414300030903",3,2,1,4,3,,,,14,15,1,1,2,20,16500,0,10000,0,0,6000,32500,1,1,3
2009,"4143000309","414300030904",4,2,1,4,3,,,,12,13,1,1,2,20,16500,5000,6800,0,0,3000,31300,1,1,3
2009,"4143000309","414300030905",5,2,1,1,3,,,,11,12,1,1,2,20,16500,3500,5600,0,0,2400,28000,1,1,3
2009,"4143000309","414300030906",6,2,1,1,3,,,,1,10,1,1,2,20,16500,0,2000,0,0,2100,20600,1,1,3
2009,"4143000310","414300031001",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4143000310","414300031002",2,1,,4,2,,16,1,,,,,,,,,,,,,,,,
2009,"4143000310","414300031003",3,1,,4,3,,,,14,15,1,1,5,60,6000,7000,12000,0,0,3000,28000,1,1,3
2009,"4143000310","414300031004",4,1,,4,3,,,,14,14,1,1,5,60,6000,7000,12000,0,0,3000,28000,1,1,3
2009,"4143000310","414300031005",5,1,,4,3,,,,12,13,1,1,2,30,6000,5000,9000,0,0,1000,21000,1,1,3
2009,"4143000310","414300031006",6,1,,1,3,,,,12,12,1,1,2,30,6000,5000,9000,0,0,1000,21000,1,1,3
2009,"4143000310","414300031007",7,1,,1,3,,,,10,10,1,1,2,30,0,2000,2000,0,0,700,4700,1,1,3
2009,"4143000313","414300031301",1,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"4143000313","414300031302",2,1,,1,2,,13,9,,,,,,,,,,,,,,,,
2009,"4143000313","414300031303",3,2,2,1,3,,,,10,11,1,1,0,10,30000,0,5700,0,0,0,35700,1,1,3
2009,"4143000501","414300050101",1,1,,4,2,,14,11,,,,,,,,,,,,,,,,
2009,"4143000501","414300050102",2,1,,4,2,,13,11,,,,,,,,,,,,,,,,
2009,"4143000501","414300050103",3,1,,4,3,,,,13,13,1,1,1,15,0,0,8000,0,0,3000,11000,1,1,3
2009,"4143000501","414300050104",4,1,,1,3,,,,10,10,1,1,1,15,0,0,4200,0,0,3000,7200,1,1,3
2009,"4143000501","414300050105",5,1,,4,3,,,,11,12,1,1,1,15,0,0,4000,0,0,3000,7000,1,1,3
2009,"4143000502","414300050201",1,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"4143000502","414300050202",2,2,1,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4143000502","414300050203",3,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"4143000502","414300050204",4,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4143000503","414300050301",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"4143000503","414300050302",2,2,1,4,3,,,,32,33,1,1,0.5,15,168000,13000,29400,0,0,0,210400,2,,2
2009,"4143000503","414300050303",3,1,,4,3,,,,15,16,1,1,0.5,15,7500,5000,19800,0,0,0,32300,1,1,3
2009,"4143000503","414300050304",4,2,1,1,3,,,,1,10,1,1,0.5,15,0,2500,4950,0,0,0,7450,1,1,3
2009,"4143000504","414300050401",1,2,2,4,2,,61,1,,,,,,,,,,,,,,,,
2009,"4143000504","414300050402",2,1,,4,3,,,,31,32,1,1,0,2,187500,15000,15800,0,0,0,218300,2,,2
2009,"4143000506","414300050601",1,2,2,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"4143000506","414300050602",2,1,,4,2,,32,13,,,,,,,,,,,,,,,,
2009,"4143000506","414300050603",3,2,2,1,3,,,,11,12,2,3,1.5,30,90000,7500,4500,0,0,800,102800,2,,2
2009,"4143000506","414300050604",4,2,2,1,3,,,,10,11,2,3,1.5,30,90000,7500,4000,0,0,800,102300,2,,2
2009,"4143000506","414300050605",5,2,2,1,3,,,,10,11,2,3,1.5,30,90000,7500,4000,0,0,800,102300,2,,2
2009,"414300050605","41430005060501",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"414300050605","41430005060502",2,1,,4,2,,14,9,,,,,,,,,,,,,,,,
2009,"414300050605","41430005060503",3,2,1,4,3,,,,12,13,1,1,1,25,0,7000,6000,0,0,2000,15000,1,1,3
2009,"414300050605","41430005060504",4,2,1,4,3,,,,13,13,1,1,1,25,0,6200,6000,0,0,2000,14200,1,1,3
2009,"414300050605","41430005060506",6,1,,1,3,,,,10,11,1,1,1,25,0,4000,1200,0,0,2000,7200,1,1,3
2009,"4143000507","414300050701",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4143000507","414300050702",2,1,,4,2,,16,9,,,,,,,,,,,,,,,,
2009,"4143000507","414300050703",3,2,,1,3,,,,1,10,1,1,0.2,8,7500,0,2050,0,0,2100,11650,1,1,3
2009,"4143000507","414300050704",4,2,,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4143000508","414300050801",1,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"4143000508","414300050802",2,2,1,1,2,,12,3,,,,,,,,,,,,,,,,
2009,"4143000508","414300050803",3,2,1,4,3,,,,14,15,2,1,2.5,40,96000,10000,6000,0,0,5000,117000,2,,2
2009,"4143000508","414300050804",4,2,1,4,3,,,,12,13,2,1,2.5,40,96000,10000,6000,0,0,5000,117000,2,,2
2009,"4143000508","414300050805",5,2,1,4,3,,,,10,11,2,1,2.5,40,90000,0,5400,0,0,0,95400,2,,3
2009,"4143000508","414300050806",6,2,1,1,3,,,,1,10,2,1,2.5,40,90000,0,5400,0,0,0,95400,2,,3
2009,"4143000509","414300050901",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4143000509","414300050902",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"4143000509","414300050903",3,2,2,1,3,,,,1,10,1,1,2,30,0,6000,3000,0,0,2800,11800,1,1,3
2009,"4143000509","414300050904",4,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4143000509","414300050906",6,2,2,4,2,,99,,,,,,,,,,,,,,,,,
2009,"4143000510","414300051001",1,2,2,4,2,,12,96,,,,,,,,,,,,,,,,
2009,"4143000510","414300051002",2,1,,4,1,8,,,,,,,,,,,,,,,,,,
2009,"4143000510","414300051003",3,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"4143000510","414300051004",4,2,2,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"4143000510","414300051005",5,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"4143000510","414300051006",6,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"4151000207","415100020701",1,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"4151000207","415100020702",2,2,1,4,3,,,,32,33,1,1,0.05,10,120000,15000,12000,0,0,15000,162000,1,1,1
2009,"4151000208","415100020801",1,2,2,4,2,,36,96,,,,,,,,,,,,,,,,
2009,"4151000208","415100020802",2,1,,4,2,,34,10,,,,,,,,,,,,,,,,
2009,"4151000208","415100020803",3,2,2,1,2,,12,10,,,,,,,,,,,,,,,,
2009,"4151000208","415100020804",4,2,2,1,2,,14,10,,,,,,,,,,,,,,,,
2009,"4151000208","415100020806",6,2,2,4,3,,,,34,34,2,2,,,960000,30000,150000,120000,180000,300000,1740000,2,,1
2009,"4151000208","415100020807",7,2,2,4,3,,,,31,31,2,2,,,900000,0,90000,120000,60000,120000,1290000,2,,1
2009,"4151000208","415100020808",8,2,2,4,3,,,,32,32,1,2,,,900000,0,90000,30000,150000,60000,1230000,2,,1
2009,"4151000208","415100020810",10,2,2,1,3,,,,11,11,2,1,,1,150000,0,15000,0,0,15000,180000,2,,2
2009,"4151000208","415100020813",13,2,2,3,3,,,,13,13,1,1,0.02,,0,0,15000,0,0,3000,18000,1,1,3
2009,"4151000208","415100020815",15,2,2,1,2,,15,10,,,,,,,,,,,,,,,,
2009,"4151000209","415100020901",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"4151000209","415100020902",2,2,1,4,3,,,,15,16,2,1,1.05,10,240000,0,19500,0,0,90000,349500,2,,2
2009,"4151000210","415100021001",1,2,7,4,2,,99,96,,,,,,,,,,,,,,,,
2009,"4151000210","415100021002",2,2,7,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"4151000210","415100021007",7,1,,4,3,,,,31,32,2,2,,,480000,15000,45000,20000,,270000,810000,2,,
2009,"4151000210","415100021008",8,1,,4,3,,,,31,32,2,2,1.05,30,150000,10000,45000,0,0,0,205000,1,1,
