"year","HHID","h15bq2","h15bq3b","h15bq3c","h15bq4","h15bq5","h15bq6","h15bq7","h15bq8","h15bq9","h15bq10","h15bq11","h15bq12","h15bq13"
2009,"223300110608",101,1,67,,,,,1,10000,,,,10000
2009,"223300110608",138,7,66,,,,,7,3500,,,,500
2009,"223300110608",130,3,64,,,,,1,300,,,,300
2009,"223300110608",115,2,1,5,6000,,,,,,,1200,
2009,"223300180704",149,7,54,2,200,,,,,,,100,
2009,"223300180704",101,4,67,,,,,4,16000,,,,4000
2009,"223300180704",124,1,85,,,,,2,400,,,200,
2009,"223300180704",153,4,30,7,5600,,,,,,,800,
2009,"223300180704",135,3,66,1,300,,,,,,,300,
2009,"223300180704",114,1,42,1,1200,,,,,,,1200,
2009,"223300180704",137,2,85,2,1000,,,,,,,500,
2009,"223300180704",144,2,1,1,2300,,,,,,,2300,
2009,"223300180704",141,6,1,,,,,3,3000,,,,1000
2009,"223300180704",138,3,66,,,,,,,3,1500,500,
2009,"223300180704",150,7,51,1,500,,,,,,,500,
2009,"223300180704",147,7,1,2,5600,,,,,,,2800,
2009,"223300180704",136,6,64,2,800,,,,,,,400,
2009,"223300180704",110,5,1,5,6000,,,,,,,1200,
2009,"223300180704",113,7,1,7,3500,,,,,,,500,
2009,"223300180704",148,7,54,1,500,,,,,,,500,
2009,"223300180704",134,7,64,,,,,1,1000,,,,1000
2009,"223300180704",112,6,85,,,,,12,1800,,,,150
2009,"223300180704",127,3,4,9,900,,,,,,,100,
2009,"223300180803",104,1,64,,,,,,,1,1000,1000,
2009,"223300180803",150,2,54,0.25,50,,,,,,,200,
2009,"223300180803",136,1,64,1,300,,,,,,,300,
2009,"223300180803",139,1,64,1,300,,,,,,,300,
2009,"223300180803",101,,67,,,,,,,,,,
2009,"223300180803",135,1,64,1,100,,,,,,,100,
2009,"223300180803",110,1,1,0.5,800,,,,,,,1600,
2009,"223300180803",127,2,4,2,200,,,,,,,100,
2009,"224300131003",101,,67,,,,,,,,,,
2009,"224300131003",112,4,85,,,,,16,3200,,,,200
2009,"224300131003",108,2,1,,,,,2,1400,,,,700
2009,"224300131003",105,2,22,,,,,1,4000,,,,4000
2009,"224300131003",116,3,1,,,,,3,900,,,300,
2009,"224300131003",122,7,1,,,,,10,7000,,,1000,
2009,"224300131003",150,7,52,0.5,125,,,,,,,250,
2009,"224300131003",141,4,1,,,,,2,2600,,,1300,
2009,"224300131003",107,2,22,,,,,1,2000,,,,1000
2009,"224300131003",127,7,4,28,2800,,,,,,,100,
2009,"224300131003",136,7,85,7,700,,,,,,,100,
2009,"224300131003",138,4,66,,,,,8,4000,,,,500
2009,"224300131003",149,7,53,1,100,,,,,,,100,
2009,"224300131003",133,3,22,,,,,,,1,4000,4000,
2009,"224300131003",110,1,1,1,1800,,,,,,,1800,
2009,"224300131003",147,3,1,0.5,1500,,,,,,,3000,
2009,"224300131004",110,2,1,2,4800,,,,,,,2400,
2009,"224300131004",141,2,1,1,1500,,,,,,,1500,
2009,"224300131004",133,3,64,1,1000,,,,,,,1000,
2009,"224300131004",113,3,1,3,4500,,,,,,,1500,
2009,"224300131004",149,7,54,1,200,,,,,,,200,
2009,"224300131004",150,7,1,0.25,200,,,,,,,800,
2009,"224300131004",136,7,64,7,1400,,,,,,,200,
2009,"224300131004",114,5,42,2,2400,,,,,,,1200,
2009,"224300131004",125,7,3,7,15400,,,,,,,1200,
2009,"224300131004",160,,,,1000,,,,,,,,
2009,"224300131004",105,1,64,1,1000,,,,,,,1000,
2009,"224300131004",101,,67,,,,,,,,,,
2009,"224300131004",135,7,64,1,500,,,,,,,500,
2009,"224300131004",144,1,1,0.25,750,,,,,,,3000,
2009,"224300131004",128,7,1,0.5,3000,,,,,,,6000,
2009,"224300131004",122,3,55,3,7500,,,,,,,2500,
2009,"224300131004",147,7,1,1,2800,,,,,,,2800,
2009,"224300131006",114,7,41,2,4600,,,,,,,2300,
2009,"224300131006",107,3,64,1,500,,,,,,,500,
2009,"224300131006",101,,67,,,,,,,,,,
2009,"224300131006",133,7,85,14,1000,,,,,,,,
2009,"224300131006",136,7,85,7,700,,,,,,,100,
2009,"224300131006",143,3,1,1,2600,,,,,,,2600,
2009,"224300131006",105,3,64,2,1000,,,,,,,500,
2009,"224300131006",157,5,,,,,5000,,,,,,
2009,"224300131006",149,7,53,1,100,,,,,,,100,
2009,"224300131006",147,7,1,0.5,1300,,,,,,,2600,
2009,"224300131006",125,7,3,7,5600,,,,,,,800,
2009,"224300131006",141,2,1,0.25,350,,,,,,,1400,
2009,"224300131006",110,2,1,0.5,800,,,,,,,1600,
2009,"224300131006",127,3,31,0.25,625,,,,,,,2500,
2009,"224300131006",150,7,51,0.200000002980232,100,,,,,,,500,
2009,"224300131006",117,1,1,0.5,2000,,,,,,,4000,
2009,"224300131006",113,2,1,0.5,600,,,,,,,1200,
2009,"224300131006",135,7,85,3,150,,,,,,,50,
2009,"301300030803",135,2,64,2,400,,,,,,,200,
2009,"301300030803",122,1,55,5,5000,,,,,,,1000,
2009,"301300030803",125,7,3,,,,,14,7000,,,,500
2009,"301300030803",141,1,32,3,1500,,,,,,,500,
2009,"301300030803",139,2,66,6,600,,,,,,,100,
2009,"301300030803",127,4,4,9,900,,,,,,,100,
2009,"301300030803",146,3,32,3,1500,,,,,,,500,
2009,"301300030803",149,4,54,3,300,,,,,,,100,
2009,"301300030803",117,4,1,,,,,8,24000,,,,3000
2009,"301300030803",107,1,64,3,3000,,,,,,,1000,
2009,"301300030803",101,,67,,,,,,,,,,
2009,"301300030803",153,1,24,,,5,2500,,,,,500,
2009,"301300030803",147,4,1,1,2400,,,,,,,2400,
2009,"301300030803",150,7,54,1,400,,,,,,,400,
2009,"301300030803",136,3,64,3,1500,,,,,,,500,
2009,"301300030803",123,1,55,5,5000,,,,,,,1000,
2009,"301300030803",152,2,24,,,6,7400,,,,,1200,
2009,"301300030803",116,7,22,2,20000,,,,,,,10000,
2009,"301300030803",105,2,64,,,,,2,2000,,,,1000
2009,"302300030303",125,7,32,,,,,14,3500,,,,250
2009,"302300030303",127,6,28,2,1200,,,,,,,600,
2009,"302300030303",147,7,33,7,2100,,,,,,,300,
2009,"302300030303",135,6,1,0.25,300,,,,,,,1200,
2009,"302300030303",141,6,32,,,,,12,7500,,,,600
2009,"302300030303",149,7,54,1,100,,,,,,,100,
2009,"302300030303",116,4,32,,,,,8,2800,,,,350
2009,"302300030303",150,7,54,0.5,125,,,,,,,250,
2009,"302300030303",137,1,85,2,1000,,,,,,,500,
2009,"302300030303",107,3,64,,,,,6,3000,,,,500
2009,"302300030303",157,1,,,,,,,,,3000,,
2009,"302300030303",101,,67,,,,,,,,,,
2009,"302300030303",123,1,55,2,2000,,,,,,,1000,
2009,"302300030303",146,1,32,,,,,1,800,,,,800
2009,"302300030307",127,1,4,1,300,,,,,,,300,
2009,"302300030307",139,3,66,12,2400,,,,,,,200,
2009,"302300030307",149,3,54,1,100,,,,,,,100,
2009,"302300030307",147,3,32,0.5,550,,,,,,,1100,
2009,"302300030307",150,7,1,0.25,125,,,,,,,500,
2009,"302300030307",153,2,74,2,1000,,,,,,,500,
2009,"302300030307",101,,67,,,,,,,,,,
2009,"302300030307",146,6,99,,,,,6,3600,,,,600
2009,"302300030307",141,4,99,8,4800,,,,,,,600,
2009,"302300030307",107,7,64,,,,,14,14000,,,,1000
2009,"302300030403",107,7,64,,,,,7,3500,,,,500
2009,"302300030403",135,1,85,2,200,,,,,,,100,
2009,"302300030403",127,3,4,3,600,,,,,,,200,
2009,"302300030403",141,4,32,,,,,4,2000,,,,500
2009,"302300030403",121,1,85,,,,,1,5000,,,,500
2009,"302300030403",146,2,33,,,,,,,2,600,300,
2009,"302300030403",147,3,32,1,1200,,,,,,,1200,
2009,"302300030403",101,,67,,,,,,,,,,
2009,"302300030403",149,3,54,1,100,,,,,,,100,
2009,"302300030403",139,2,66,,,,,4,400,,,,100
2009,"302300030403",150,7,54,0.5,200,,,,,,,400,
2009,"302300030404",150,7,33,1,350,,,,,,,350,
2009,"302300030404",139,5,66,,,,,25,2500,,,,100
2009,"302300030404",127,1,4,2,200,,,,,,,100,
2009,"302300030404",141,2,32,,,,,4,2400,,,,600
2009,"302300030404",101,,67,,,,,,,,,,
2009,"302300030404",135,1,85,2,100,,,,,,,50,
2009,"302300030404",153,5,26,1,1000,,,,,,,1000,
2009,"302300030404",146,5,32,,,,,5,3250,,,,650
2009,"302300030404",136,1,64,,,,,,,5,500,100,
2009,"302300030404",107,7,64,,,,,14,14000,,,,1000
2009,"302300050202",147,2,35,1,350,,,,,,,350,
2009,"302300050202",101,,67,,,,,,,,,,
2009,"302300050202",136,4,64,2,400,,,,,,,200,
2009,"302300050202",112,7,85,,,,,10,1000,,,,100
2009,"302300050202",127,5,28,1,700,,,,,,,700,
2009,"302300050202",139,2,64,,,,,4,800,,,,200
2009,"302300050202",113,2,99,,,,,4,800,,,,200
2009,"302300050202",107,5,64,,,,,5,2500,,,,500
2009,"302300050202",135,5,64,1,100,,,,,,,100,
2009,"302300050202",141,5,99,,,,,5,2000,,,,400
2009,"302300050202",150,7,1,0.25,125,,,,,,,700,
2009,"302300050205",140,1,32,,,,,3,1500,,,,500
2009,"302300050205",135,3,64,1,200,,,,,,,200,
2009,"302300050205",139,2,66,,,,,8,400,,,,50
2009,"302300050205",112,7,85,,,,,70,7000,,,,100
2009,"302300050205",150,7,32,0.25,100,,,,,,,400,
2009,"302300050205",127,1,4,1,200,,,,,,,200,
2009,"302300050205",141,4,32,,,,,8,4000,,,,500
2009,"302300050205",142,2,32,,,,,4,800,,,,200
2009,"302300050205",101,,67,,,,,,,,,,
2009,"302300050205",107,6,64,,,,,,,6,3000,500,
2009,"302300050205",116,1,32,,,,,2,400,,,,200
2009,"302300050205",124,1,85,1,250,,,,,,,250,
2009,"302300051003",114,7,45,24,2400,,,,,,,100,
2009,"302300051003",101,,67,,,,,,,,,,
2009,"302300051003",125,7,99,14,5600,,,,,,,400,
2009,"302300051003",135,4,64,1,200,,,,,,,200,
2009,"302300051003",149,7,33,0.25,150,,,,,,,600,
2009,"302300051003",136,7,64,3,600,,,,,,,200,
2009,"302300051003",107,2,64,,,,,2,1000,,,,500
2009,"302300051003",127,4,28,2,1200,,,,,,,600,
2009,"302300051003",143,2,32,,,,,2,3000,,,,1500
2009,"302300051003",150,7,51,0.5,150,,,,,,,300,
2009,"302300051003",138,2,66,,,,,6,300,,,,50
2009,"302300051003",141,4,32,4,2800,,,,,,,700,
2009,"302300051003",113,5,1,5,3500,,,,,,,700,
2009,"302300051003",147,7,1,2,5000,,,,,,,2500,
2009,"302300051003",139,1,66,,,,,3,150,,,,50
2009,"302300051004",135,7,64,2,400,,,,,,,200,
2009,"302300051004",149,7,54,1.5,150,,,,,,,100,
2009,"302300051004",150,7,51,0.5,250,,,,,,,500,
2009,"302300051004",139,3,66,15,1500,,,,,,,100,
2009,"302300051004",127,7,4,28,2800,,,,,,,100,
2009,"302300051004",141,3,32,3,1800,,,,,,,600,
2009,"302300051004",147,7,1,3,7500,,,,,,,2500,
2009,"302300051004",137,1,85,1,500,,,,,,,500,
2009,"302300051004",136,4,64,2,400,,,,,,,200,
2009,"302300051004",110,1,1,0.5,1000,,,,,,,2000,
2009,"302300051004",107,1,64,1,1000,,,,,,,1000,
2009,"302300051004",113,2,1,2,2000,,,,,,,1000,
2009,"302300051004",154,2,26,10,6000,,,,,,,600,
2009,"302300051004",101,4,67,1,4500,,,,,,,4500,
2009,"302300051004",125,7,32,14,4200,,,,,,,300,
2009,"302300051004",117,1,1,1,5000,,,,,,,5000,
2009,"302300051008",136,2,64,1,500,,,,,,,500,
2009,"302300051008",101,,67,,,,,,,,,,
2009,"302300051008",115,3,1,1,2500,,,,,,,2500,
2009,"302300051008",147,7,1,1,1500,,,,,,,1500,
2009,"302300051008",150,7,51,0.5,125,,,,,,,250,
2009,"302300051008",117,2,1,1,5000,,,,,,,5000,
2009,"302300051008",127,7,28,2,1400,,,,,,,700,
2009,"302300051008",153,2,32,4,2000,,,,,,,500,
2009,"302300051008",113,3,1,1,1000,,,,,,,1000,
2009,"302300051008",149,7,54,1,100,,,,,,,100,
2009,"302300051008",110,1,1,0.5,1000,,,,,,,2000,
2009,"302300051008",135,7,1,0.25,375,,,,,,,1500,
2009,"302300051008",141,7,99,7,3500,,,,,,,500,
2009,"302300080103",132,7,64,,,,,4,400,,,,100
2009,"302300080103",127,5,28,3,1500,,,,,,,500,
2009,"302300080103",107,7,64,,,,,7,7000,,,1000,
2009,"302300080103",150,7,51,0.5,200,,,,,,,400,
2009,"302300080103",118,1,1,0.5,1900,,,,,,,3800,
2009,"302300080103",119,1,1,0.5,2000,,,,,,,4000,
2009,"302300080103",147,3,33,1,600,,,,,,,600,
2009,"302300080103",101,,67,,,,,,,,,,
2009,"302300080103",136,1,64,1,300,,,,,,,300,
2009,"302300080103",135,6,85,3,300,,,,,,,100,
2009,"302300080103",141,5,99,5,3000,,,,,,,600,
2009,"302300131004",136,2,64,1,200,,,,,,,200,
2009,"302300131004",135,3,85,2,400,,,,,,,200,
2009,"302300131004",160,,,,,,,,,,,,
2009,"302300131004",139,1,66,,,,,2,200,,,,100
2009,"302300131004",141,4,32,,,,,8,3200,,,,400
2009,"302300131004",144,4,32,,,,,8,8000,,,,1000
2009,"302300131004",114,1,45,4,200,,,,,,,50,
2009,"302300131004",107,5,64,,,,,5,2500,,,,500
2009,"302300131004",161,,,,,,,,,,,,
2009,"302300131004",127,3,28,1,800,,,,,,,800,
2009,"302300131004",145,1,32,,,,,2,1400,,,,700
2009,"302300131004",150,7,51,0.5,125,,,,,,,250,
2009,"302300131004",105,2,64,3,1500,,,,,,,500,
2009,"302300131004",147,3,32,1,1200,,,,,,,1200,
2009,"302300131004",149,3,54,0.5,50,,,,,,,100,
2009,"302300131004",121,1,85,,,,,1,3000,,,,3000
2009,"302300131004",101,,67,,,,,,,,,,
2009,"302300131004",124,1,85,,,,,3,600,,,,200
2009,"302300131005",127,7,28,2,1400,,,,,,,700,
2009,"302300131005",134,7,85,,,,,7,3500,,,,500
2009,"302300131005",150,7,51,0.5,125,,,,,,,250,
2009,"302300131005",161,,,,,,,,,,,,
2009,"302300131005",160,,,,,,,,,,,,
2009,"302300131005",115,1,32,,,,,2,600,,,,300
2009,"302300131005",135,7,64,1,300,,,,,,,300,
2009,"302300131005",122,1,55,,,,,1,5000,,,,5000
2009,"302300131005",101,,67,,,,,,,,,,
2009,"302300131005",141,3,32,,,,,6,2400,,,,400
2009,"302300131005",107,7,64,,,,,7,3500,1,500,500,500
2009,"302300131005",145,2,32,,,,,,,4,2400,600,
2009,"302300160107",105,5,64,,,,,5,2500,,,,500
2009,"302300160107",146,3,99,,,,,3,3000,,,,1000
2009,"302300160107",139,3,66,,,,,3,300,,,,100
2009,"302300160107",141,4,99,,,,,4,2400,,,,600
2009,"302300160107",106,2,64,,,,,2,1000,,,,500
2009,"302300160107",150,7,51,0.25,100,,,,,,,,400
2009,"302300160107",101,,67,,,,,,,,,,
2009,"302300351203",150,7,51,0.5,150,,,,,,,300,
2009,"302300351203",101,,67,,,,,,,,,,
2009,"302300351203",135,5,64,1,200,,,,,,,200,
2009,"302300351203",122,2,55,1,3500,,,,,,,3500,
2009,"302300351203",107,7,64,7,3500,,,,,,,,500
2009,"302300351203",141,5,99,5,3500,,,,,,,700,
2009,"302300351203",112,5,64,2,400,,,,,,,,200
2009,"302300351203",127,5,4,5,1000,,,,,,,200,
2009,"302300351203",153,2,99,6,1200,,,,,,,200,
2009,"303100021105",135,5,64,5,1500,,,,,,,300,
2009,"303100021105",138,1,64,2,200,,,,,,,100,
2009,"303100021105",157,7,,,,,10500,,,,,,
2009,"303100021105",115,3,99,5,3750,,,,,,,750,
2009,"303100021105",123,1,55,1,2000,,,,,,,20000,
2009,"303100021105",136,5,64,5,1500,,,,,,,300,
2009,"303100021105",140,1,64,3,600,,,,,,,200,
2009,"303100021105",107,3,64,3,3000,,,,,,,1000,
2009,"303100021105",150,7,51,1,250,,,,,,,250,
2009,"303100021105",105,5,64,5,5000,,,,,,,1000,
2009,"303100021105",124,1,85,5,1000,,,,,,,200,
2009,"303100021105",110,1,1,1,2200,,,,,,,2200,
2009,"303100021105",112,3,64,3,3000,,,,,,,1000,
2009,"303100021105",109,2,64,2,2000,,,,,,,1000,
2009,"303100021105",101,7,67,1,7000,,,,,,,7000,
2009,"303100021105",125,7,99,21,10500,,,,,,,500,
2009,"303100021105",127,5,4,15,1500,,,,,,,100,
2009,"303100021105",108,7,1,3.5,2100,,,,,,,600,
2009,"303100021105",144,1,35,3,300,,,,,,,100,
2009,"303100021105",161,,,,2000,,,,,,,,
2009,"303100021105",134,5,85,5,500,,,,,,,100,
2009,"303100021105",141,3,1,1.5,2100,,,,,,,1400,
2009,"303100021105",147,7,1,1,2200,,,,,,,2200,
2009,"303100021105",119,1,1,0.5,2500,,,,,,,5000,
2009,"303100021105",117,2,1,2,10000,,,,,,,5000,
2009,"303100021105",149,7,54,3,300,,,,,,,100,
2009,"303100021110",113,1,1,0.5,700,,,,,,,1400,
2009,"303100021110",107,2,64,2,1000,,,,,,,500,
2009,"303100021110",108,3,1,1.5,2400,,,,,,,1600,
2009,"303100021110",149,7,54,2,200,,,,,,,100,
2009,"303100021110",135,3,64,3,600,,,,,,,200,
2009,"303100021110",105,2,64,2,1000,,,,,,,500,
2009,"303100021110",123,1,56,1,2000,,,,,,,2000,
2009,"303100021110",136,3,64,3,600,,,,,,,200,
2009,"303100021110",112,1,85,1,300,,,,,,,300,
2009,"303100021110",127,3,4,3,600,,,,,,,200,
2009,"303100021110",101,,67,,,,,,,,,,
2009,"303100021110",141,2,1,1,1600,,,,,,,1600,
2009,"303100021110",139,1,66,3,300,,,,,,,100,
2009,"303100021110",150,7,54,1,250,,,,,,,250,
2009,"303100021110",147,7,54,7,3500,,,,,,,500,
2009,"303300090106",134,3,64,1,500,,,,,,,500,
2009,"303300090106",123,1,55,2,5000,,,,,,,2500,
2009,"303300090106",138,1,66,5,500,,,,,,,100,
2009,"303300090106",104,2,64,5,5000,,,,,,,1000,
2009,"303300090106",101,,67,,,,,,,,,,
2009,"303300090106",158,6,26,,,6,3600,,,,,600,
2009,"303300090106",147,7,1,2,5000,,,,,,,2500,
2009,"303300090106",131,2,70,3,7500,,,,,,,2500,
2009,"303300090106",152,1,24,10,10000,,,,,,,1000,
2009,"303300090106",126,7,99,1,23500,,,,,,,23500,
2009,"303300090106",161,,,,5000,,,,,,,,
2009,"303300090106",108,1,1,1,500,,,,,,,500,
2009,"303300090106",144,2,1,1.29999995231628,4000,,,,,,,4000,
2009,"303300090106",110,3,1,3,7200,,,,,,,2400,
2009,"303300090106",114,7,41,2,4400,,,,,,,2200,
2009,"303300090106",124,2,85,7,1400,,,,,,,200,
2009,"303300090106",115,1,1,0.25,500,,,,,,,2000,
2009,"303300090106",109,1,1,1,1000,,,,,,,1000,
2009,"303300090106",112,1,85,1,500,,,,,,,500,
2009,"303300090106",135,4,64,2,1000,,,,,,,500,
2009,"303300090106",157,6,,,,,18000,,,,,,
2009,"303300090106",107,1,64,1,1000,,,,,,,1000,
2009,"303300090106",141,3,1,1.5,2700,,,,,,,1800,
2009,"303300090106",122,2,55,3,12000,,,,,,,4000,
2009,"303300090106",117,1,85,1,500,,,,,,,500,
2009,"303300090106",105,2,64,2,2000,,,,,,,1000,
2009,"303300090106",149,7,54,1,100,,,,,,,100,
2009,"303300090106",137,1,85,1,1000,,,,,,,1000,
2009,"303300090106",150,7,51,1,400,,,,,,,400,
2009,"303300090106",113,3,1,1.5,1500,,,,,,,1000,
2009,"303300090106",127,4,19,1,4500,,,,,,,4500,
2009,"303300090106",139,1,66,5,500,,,,,,,100,
2009,"303300090106",136,4,64,2,2000,,,,,,,1000,
2009,"303300090106",130,7,64,5,5000,,,,,,,1000,
2009,"303300090702",142,7,33,7,1400,,,,,,,200,
2009,"303300090702",101,,67,,,,,,,,,,
2009,"303300090702",123,1,55,1,3000,,,,,,,3000,
2009,"303300090702",105,1,64,1,500,,,,,,,500,
2009,"303300090702",141,3,99,3,1800,,,,,,,600,
2009,"303300090702",156,7,33,2,100,,,,,,,50,
2009,"303300090702",152,1,24,1,1500,,,,,,,1500,
2009,"303300090702",153,3,54,,,6,3000,,,,,500,
2009,"303300090702",157,6,,,,,5700,,,,,,
2009,"303300090702",136,2,85,3,600,,,,,,,200,
2009,"303300090702",150,7,51,1,350,,,,,,,350,
2009,"303300090702",135,2,64,1,500,,,,,,,500,
2009,"303300090702",149,7,54,3,300,,,,,,,100,
2009,"303300090702",127,1,4,3,600,,,,,,,200,
2009,"303300090702",108,7,22,1,5000,,,,,,,5000,
2009,"303300090702",155,7,85,,,70,7000,,,,,100,
2009,"303300090702",110,2,1,1,2500,,,,,,,2500,
2009,"303300090702",139,1,64,5,500,,,,,,,500,
2009,"303300090702",124,1,85,6,1500,,,,,,,250,
2009,"303300090702",112,1,85,1,300,,,,,,,300,
2009,"303300090702",147,7,1,1,2500,,,,,,,2500,
2009,"303300090702",107,1,64,1,500,,,,,,,500,
2009,"303300090702",146,3,33,3,1500,,,,,,,500,
2009,"303300090702",131,2,64,,,3,600,,,,,200,
2009,"304100020702",101,,67,,,,,,,,,,
2009,"304100020702",113,5,1,5,4000,,,,,,,800,
2009,"304100020702",137,2,85,2,600,,,,,,,300,
2009,"304100020702",150,7,52,1,200,,,,,,,200,
2009,"304100020702",105,1,64,1,1000,,,,,,,1000,
2009,"304100020702",161,,,,,,,,,,,,
2009,"304100020702",107,1,64,1,1000,,,,,,,1000,
2009,"304100020702",136,7,64,7,700,,,,,,,100,
2009,"304100020702",135,7,64,7,700,,,,,,,100,
2009,"304100020702",147,7,1,1,2400,,,,,,,2400,
2009,"304100020702",160,,,,,,,,,,,,
2009,"304100020702",149,7,54,1,200,,,,,,,200,
2009,"304100020702",141,5,1,2.5,2500,,,,,,,1000,
2009,"304100020702",127,7,4,7,700,,,,,,,100,
2009,"304100020707",149,7,54,2,400,,,,,,,200,
2009,"304100020707",127,7,4,14,2800,,,,,,,200,
2009,"304100020707",135,7,64,3,300,,,,,,,100,
2009,"304100020707",150,7,52,0.5,200,,,,,,,400,
2009,"304100020707",101,,67,,,,,,,,,,
2009,"304100020707",139,7,66,35,3500,,,,,,,100,
2009,"304100020707",113,7,1,7,5600,,,,,,,800,
2009,"304100020707",136,7,64,7,1400,,,,,,,200,
2009,"304100020707",123,1,55,1,1500,,,,,,,1500,
2009,"304100020707",117,1,1,1,5000,,,,,,,5000,
2009,"304100020707",147,7,1,1.5,4200,,,,,,,2800,
2009,"304100020707",110,7,1,7,11900,,,,,,,1700,
2009,"304100020707",114,7,42,7,7000,,,,,,,1000,
2009,"304100020707",125,7,32,7,4200,,,,,,,600,
2009,"304100020707",141,1,1,0.5,800,,,,,,,1600,
2009,"304100020709",141,3,99,6,3600,,,,,,,600,
2009,"304100020709",149,4,54,0.5,50,,,,,,,100,
2009,"304100020709",138,2,66,6,600,,,,,,,100,
2009,"304100020709",123,2,55,4,4000,,,,,,,1000,
2009,"304100020709",136,3,64,3,600,,,,,,,200,
2009,"304100020709",127,7,28,3.5,2100,,,,,,,600,
2009,"304100020709",147,4,32,1,1200,,,,,,,1200,
2009,"304100020709",150,7,51,0.5,200,,,,,,,400,
2009,"304100020709",135,7,64,2,400,,,,,,,200,
2009,"304100020709",107,4,64,4,2000,,,,,,,500,
2009,"304100020709",105,3,64,6,3000,,,,,,,500,
2009,"304100020709",101,,67,,,,,,,,,,
2009,"304100020709",112,3,85,7,2100,,,,,,,300,
2009,"304100040304",150,7,51,1,300,,,,,,,300,
2009,"304100040304",123,1,99,,,,,,,1,600,600,
2009,"304100040304",127,6,4,4,1200,,,,,,,300,
2009,"304100040304",113,2,1,2,2400,,,,,,,1200,
2009,"304100040304",155,7,85,,,,,,,28,2800,100,
2009,"304100040304",112,1,85,,,,,1,100,,,,100
2009,"304100040304",101,,67,,,,,,,,,,
2009,"304100040304",105,3,64,3,1500,,,,,,,500,
2009,"304100040304",153,7,54,,,,,,,8,4000,500,
2009,"304100040304",107,2,64,2,1000,,,,,,,500,
2009,"304100040304",136,4,64,,,,,,,2,400,200,
2009,"304100040304",124,1,85,4,1000,,,,,,,250,
2009,"304100040304",139,3,66,12,1200,,,,,,,100,
2009,"304100040304",121,1,85,,,,,1,10000,,,,10000
2009,"304100040304",147,2,1,0.25,750,,,,,,,3000,
2009,"304100040304",141,2,99,6,3000,,,,,,,500,
2009,"304100040304",135,4,85,2,200,,,,,,,100,
2009,"304100040304",149,2,54,0.5,50,,,,,,,100,
2009,"304100041001",150,7,51,1,150,,,,,,,300,
2009,"304100041001",141,1,99,3,1500,,,,,,,500,
2009,"304100041001",127,3,28,1,700,,,,,,,700,
2009,"304100041001",123,3,33,3,1800,,,,,,,600,
2009,"304100041001",112,2,64,2,200,,,,,,,100,
2009,"304100041001",135,3,64,1,100,,,,,,,100,
2009,"304100041001",139,3,66,8,800,,,,,,,100,
2009,"304100041001",116,5,99,,,,,25,1250,,,,50
2009,"304100041001",105,2,64,,,,,4,2000,,,,500
2009,"304100041001",101,,67,,,,,,,,,,
2009,"304100041003",141,3,32,,,,,12,2400,,,,200
2009,"304100041003",110,1,32,,,,,,,4,1600,,400
2009,"304100041003",121,1,85,,,,,1,9000,,,,9000
2009,"304100041003",123,2,33,2,1000,,,,,,,500,
2009,"304100041003",101,,67,,,,,,,,,,
2009,"304100041003",161,,,,,,,,,,,,
2009,"304100041003",116,6,32,,,,,30,3000,,,,100
2009,"304100041003",139,4,66,,,,,16,1600,,,,100
2009,"304100041003",160,,,,,,,,,,,,
2009,"304100041003",150,7,51,1,500,,,,,,,500,
2009,"304100070102",161,,,,,,,,,,3500,,
2009,"304100070102",101,,67,,,,,,,,,,
2009,"304100070103",122,1,85,2,3000,,,,,,,1500,
2009,"304100070103",136,7,64,7,1400,,,,,,,200,
2009,"304100070103",107,1,64,1,1000,,,,,,,1000,
2009,"304100070103",135,7,66,1,500,,,,,,,500,
2009,"304100070103",147,7,1,1,2400,,,,,,,2400,
2009,"304100070103",144,2,1,0.5,2000,,,,,,,4000,
2009,"304100070103",123,2,85,3,3000,,,,,,,1000,
2009,"304100070103",113,2,1,1,1000,,,,,,,1000,
2009,"304100070103",105,3,64,3,3000,,,,,,,1000,
2009,"304100070103",110,1,1,0.5,1000,,,,,,,2000,
2009,"304100070103",101,,67,,,,,,,,,,
2009,"304100070103",131,2,70,1,500,,,,,,,500,
2009,"304100070103",145,1,1,,,,,,,0.5,1500,3000,
2009,"304100070103",127,7,4,21,2100,,,,,,,100,
2009,"304100070103",150,7,52,1,200,,,,,,,200,
2009,"304100070103",146,2,1,0.5,1600,,,,,,,3200,
2009,"304100070103",137,1,85,1,600,,,,,,,600,
2009,"304100070103",140,1,64,2,500,,,,,,,1000,
2009,"304100070103",125,3,32,3,1050,,,,,,,350,
2009,"304100070105",116,2,32,,,,,6,1200,,,,200
2009,"304100070105",123,1,55,3,3000,,,,,,,1000,
2009,"304100070105",138,1,66,,,,,4,400,,,,100
2009,"304100070105",141,5,99,,,,,10,4000,,,,400
2009,"304100070105",101,,67,,,,,,,,,,
2009,"304100070105",147,4,1,0.5,1200,,,,,,,2400,
2009,"304100070105",105,4,64,,,,,12,6000,,,,500
2009,"304100070105",146,7,99,,,,,7,4200,,,,600
2009,"304100070105",107,1,64,,,,,3,1500,,,,500
2009,"304100070105",149,4,54,1,100,,,,,,,100,
2009,"304100070105",132,7,64,,,,,,,4,800,200,
2009,"304100070105",150,7,54,0.5,250,,,,,,,500,
2009,"304100070802",137,4,85,,,,,4,2000,,,,500
2009,"304100070802",123,1,99,1,300,,,,,,,300,
